company_name,status,category_groups_list,num_funding_rounds,total_funding_usd,founded_on,employee_count,Commerce and Shopping,Financial Services,Lending and Investments,Payments,fd_rd_latest_investment,fd_rd_investment_type_series_unknown,fd_rd_investment_type_grant,fd_rd_investment_type_debt_financing,fd_rd_investment_type_pre_seed,fd_rd_investment_type_post_ipo_equity,fd_rd_investment_type_convertible_note,fd_rd_investment_type_equity_crowdfunding,fd_rd_investment_type_private_equity,fd_rd_investment_type_undisclosed,fd_rd_investment_type_post_ipo_debt,fd_rd_investment_type_corporate_round,fd_rd_investment_type_product_crowdfunding,fd_rd_investment_type_non_equity_assistance,fd_rd_investment_type_initial_coin_offering,fd_rd_investment_type_secondary_market,fd_rd_investment_type_post_ipo_secondary,fd_rd_num_invested_by_top_100,event_count,job_duration,gender_male,gender_female,degree_type,subject_Business,subject_STEM,subject_Arts_SoSc,num_exec,first_fund_raised,first_fund_post_money,first_fund_investor_count,has_parent,continent_NA,continent_EU,continent_AS,continent_SA,continent_OC,continent_AF,country_code_USA,country_code_NLD,country_code_IND,country_code_GBR,country_code_CHN,country_code_CAN,country_code_DEU,country_code_ESP,country_code_BRA,country_code_AUS,country_code_FRA,country_code_SGP,country_code_ISR,country_code_CHE,country_code_KOR,country_code_SWE,country_code_JPN,country_code_ITA,country_code_HKG,country_code_TUR,city_London,city_New York,city_San Francisco,city_Los Angeles,city_Singapore,city_Amsterdam,city_Toronto,city_Mumbai,city_Paris,city_Chicago,city_Bangalore,city_São Paulo,city_New Delhi,city_Berlin,city_Beijing,city_Sydney,city_Madrid,city_Tokyo,city_Austin,city_Boston,status_operating,status_exited,status_closed,has_acquisitions,has_ipo,average_change_in_funds,average_momentum,latest_momentum
Nesto,operating,"Financial Services,Real Estate",2.0,8526552.0,3.0767,11-50,0,1,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.9929631579095517,1.329794593921099,1.329794593921099
holler.live,operating,"Artificial Intelligence,Commerce and Shopping,Data and Analytics,Design,Internet Services,Other,Professional Services,Sales and Marketing,Software",3.0,414985.0,4.0767,11-50,1,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.7425,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,0.0,3.0,414985.0,0.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3763148065592732,1.0992051805441043,1.0992051805441045
Otrium,operating,"Clothing and Apparel,Commerce and Shopping,Design,Internet Services",5.0,36084509.0,6.0795,101-250,1,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.6466,0.7777777777777778,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.0,9.0,899660.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.994678499413957,1.1346580131566142,2.0152641521596686
RELAXER TECHNOLOGY,operating,"Commerce and Shopping,Energy,Financial Services,Information Technology,Lending and Investments,Professional Services",2.0,777708.0,1.4959,11-50,1,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8384,1.0,0.0,0.0,0.0,0.0,0.0,2.0,777708.0,2333122.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3764343429667691,5.462041043518925,5.462041043518925
Apê11,operating,"Commerce and Shopping,Information Technology,Internet Services,Real Estate",2.0,503258.0,2.2685,11-50,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5041,1.0,0.0,2.0,1.5,1.0,0.0,2.0,503258.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.150547035516574,-0.12049546623705297,-0.12049546623705298
Symple Loans,operating,Financial Services,2.0,68000000.0,3.0767,11-50,0,1,0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.989,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.3529411764705883,-5.3688141923436055,-5.368814192343605
Gramovox,operating,"Commerce and Shopping,Consumer Electronics,Hardware",2.0,2150000.0,8.0795,1-10,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.9836,1.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,3.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7906976744186046,0.7906976744186046,0.7906976744186046
Peel-Works,operating,"Commerce and Shopping,Data and Analytics,Information Technology,Software",12.0,16772000.0,10.4164,101-250,1,0,0,0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8301,0.6,0.4,0.6,0.6,0.0,0.0,5.0,952000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.13960156327374446,0.09442643181694373,-0.4729479376671411
Lendingkart,operating,"Financial Services,Other",6.0,116404789.0,7.0795,501-1000,0,1,0,0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7589,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.10241603953129053,0.4809315268514919,-0.8485039435303262
Untie Group,operating,"Financial Services,Information Technology,Internet Services",8.0,10637310.0,11.0822,11-50,0,1,0,0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.011,1.0,0.0,0.0,0.0,0.0,0.0,2.0,600000.0,2100000.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.18058683445380605,-0.06757819117185744,1.2465097726366168
Guohuai.com,operating,"Financial Services,Information Technology",4.0,13503811.0,5.7753,51-100,0,1,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3139858.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1054540004934477,0.2116699376609482,-0.06365489417562838
SURETLY,operating,"Financial Services,Lending and Investments",4.0,3380000.0,4.663,11-50,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,23.9781,0.5,0.5,0.0,0.0,0.0,0.0,4.0,130000.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.242948717948718,4.950799147059586,3.676962160716675
Shogun,operating,"Commerce and Shopping,Design,Software",5.0,47100000.0,5.9233,101-250,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,25.9315,1.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,6.0,2100000.0,0.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.2084481175390267,1.2599627511244775,1.045129761459054
Trumid,operating,"Consumer Electronics,Financial Services,Hardware,Lending and Investments",6.0,402250000.0,6.6575,11-50,0,1,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55.3534,0.8888888888888888,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.0,0.0,9.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5668388021898918,0.5835326393266859,1.6647694294340232
Bang Bang' Xing,operating,"Commerce and Shopping,Travel and Tourism",5.0,33400631.0,6.7397,101-250,1,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1984067.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3890510732318664,0.5350400202540753,-0.8512374534605328
Vouchr,operating,"Financial Services,Mobile,Other,Payments",7.0,3120000.0,9.0822,11-50,0,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5781,1.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,6.0,2120000.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.21509433962264152,0.14094044919321042,0.41509433962264153
Mr. Booster,operating,"Artificial Intelligence,Commerce and Shopping,Data and Analytics,Information Technology,Sales and Marketing,Science and Engineering,Software",2.0,70000.0,3.9534,1-10,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9151,0.75,0.25,0.0,0.0,0.0,0.0,4.0,70000.0,2050000.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8571428571428571,3.401360544217684,3.4013605442176837
Flyhomes,operating,"Financial Services,Real Estate",4.0,160000000.0,5.6411,101-250,0,1,0,0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,46.3918,0.9090909090909092,0.09090909090909093,0.5454545454545454,0.09090909090909093,0.2727272727272727,0.0,11.0,2000000.0,0.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5742838107928048,2.218796868564143,3.1840035660839954
Love the Look,operating,"Clothing and Apparel,Commerce and Shopping,Design",2.0,215411.0,11.0822,1-10,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9836,1.0,0.0,0.0,0.0,0.0,0.0,3.0,100464.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.13446852760536834,-0.17912418756543022,-0.17912418756543022
ONOFFMIX,operating,"Commerce and Shopping,Events,Media and Entertainment,Messaging and Telecommunications,Software",4.0,1824865.0,10.9753,11-50,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8986,1.0,0.0,1.0,1.0,0.0,0.0,1.0,767661.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0764834384128894,0.6588940087113532,0.5520390383309929
Skydrop,operating,"Commerce and Shopping,Software,Transportation",5.0,6965000.0,8.0795,51-100,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.4959,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1230000.0,0.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4283694070337288,-1.2628090978219142,-7.311135481562729
Lightbits Labs,operating,"Financial Services,Lending and Investments",4.0,54150307.0,5.0795,51-100,0,1,1,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.5233,0.9,0.1,0.1,0.0,0.0,0.1,10.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5093462918138896,1.5594651352862208,-0.7118859313598419
wydr,operating,"Commerce and Shopping,Internet Services,Media and Entertainment",2.0,50000.0,5.6658,1-10,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.1726,1.0,0.0,0.0,0.0,0.0,0.0,2.0,50000.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4,0.5309264666843648,0.5309264666843648
AURATE,operating,"Commerce and Shopping,Consumer Goods,Manufacturing",2.0,15630000.0,7.0795,11-50,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3452,0.25,0.75,1.5,0.25,0.0,0.0,4.0,2630000.0,0.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3269353806781827,0.6634676903390915,0.6634676903390915
mrusta.com,operating,"Commerce and Shopping,Internet Services,Other",3.0,1099731.0,8.0795,1-10,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1562,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,3.0,1099731.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7233241583623632,0.5764917178308467,0.5764917178308467
DOVU,operating,"Financial Services,Other,Payments,Real Estate,Software,Transportation",3.0,6448025.0,4.411,11-50,0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,67.2685,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,12.0,448025.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7220699361432377,3.4161276257552804,3.4161276257552804
Lending Works,acquired,Financial Services,3.0,13312465.0,8.2466,11-50,0,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5616,1.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,6.0,5752643.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.21945541894791895,-0.09003259295978659,-0.15627944069964606
DefenseStorm,operating,"Financial Services,Information Technology,Internet Services,Lending and Investments,Privacy and Security,Professional Services",5.0,29249999.0,6.7507,51-100,0,1,1,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.526,0.9166666666666666,0.08333333333333333,0.5,0.0,0.16666666666666666,0.08333333333333333,12.0,10750000.0,0.0,7.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4912040790760298,0.3867909245260201,0.8162116521249646
WeMakePrice,operating,"Advertising,Commerce and Shopping,Sales and Marketing",3.0,397091946.0,10.7534,251-500,1,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.989,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.050487916702024516,-1.2667878252945983,0.19714637197123913
M-DAQ,operating,"Financial Services,Lending and Investments,Privacy and Security",3.0,98700000.0,11.0822,11-50,0,1,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3918,0.8,0.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5258358662613982,0.7629179331306991,0.7629179331306991
Tesorio,operating,"Financial Services,Sales and Marketing,Software",5.0,16902965.0,8.0795,11-50,0,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.2301,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.0,7.0,6902965.0,0.0,14.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3664487265991499,0.36644872659914973,0.36644872659914984
Peerby,operating,"Apps,Financial Services,Mobile,Other,Software",9.0,4664224.0,10.0822,11-50,0,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8849,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,7.0,235000.0,4477378.0,8.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5791988114880058,0.976493121651642,2.441619142294077
KAMARQ,operating,"Commerce and Shopping,Consumer Goods,Internet Services,Real Estate",2.0,6669562.0,6.6384,11-50,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.9616,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3074428.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1561439866665907,0.08905211969122315,0.08905211969122315
CapWay,operating,"Apps,Financial Services,Lending and Investments,Mobile,Software",4.0,145000.0,4.0767,1-10,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0027,0.0,1.0,0.5,0.0,0.0,0.5,2.0,145000.0,0.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.4482758620689655,0.4823245286139027,0.4823245286139027
Found,operating,Financial Services,4.0,15200000.0,2.0767,1-10,0,1,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2450000.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1219256933542647,1.4891094598437302,0.6125261599714156
Filkhedma,operating,"Commerce and Shopping,Other,Real Estate",4.0,1250000.0,6.3616,11-50,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5178,1.0,0.0,0.75,0.0,0.25,0.0,4.0,1250000.0,0.0,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7878787878787878,0.5850704830911163,0.4440300164291105
HATCHER+,operating,"Artificial Intelligence,Data and Analytics,Financial Services,Lending and Investments,Science and Engineering,Software",4.0,14500000.0,4.5863,11-50,0,1,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.8411,1.0,0.0,0.0,0.0,0.0,0.0,3.0,9000000.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2222222222222222,0.1111111111111111,0.2222222222222222
Lentesplus,operating,"Commerce and Shopping,Consumer Goods,Health Care,Internet Services,Other,Professional Services",4.0,13700000.0,7.0795,51-100,1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9781,0.8333333333333334,0.16666666666666666,1.0,0.3333333333333333,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4857142857142858,0.38786305251823294,0.31946330165322273
Comb,operating,"Apps,Clothing and Apparel,Commerce and Shopping,Content and Publishing,Design,Media and Entertainment,Mobile,Software",4.0,763018.0,6.0795,1-10,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9863,1.0,0.0,0.0,0.0,0.0,0.0,2.0,763017.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5575046819824423,1.3434673310764298,-0.8818534481339609
Fetch Rewards,operating,"Apps,Commerce and Shopping,Food and Beverage,Mobile,Sales and Marketing,Software",7.0,131549943.0,8.0795,51-100,1,0,0,0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,51.3534,0.7272727272727273,0.2727272727272727,0.8181818181818182,0.2727272727272727,0.4545454545454545,0.0,11.0,9600000.0,0.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7436422507998134,0.66642557389084,1.3325898257213975
